"name","orgininalName","cas","dcb","code","pharmacy"
canula vidro 100ml r 24,canula vidro 95 mm p/100ml r24,,,6501,a
canula vidro 50 ml r 24,canula vidro 75 mm p/ 30ml r18,,,6506,a
canula vidro 60 mm p/ 10ml r18,canula vidro 60 mm p/ 10ml r18,,,62877,a
canula vidro 72 mm p/ 30ml r18,canula vidro 75 mm p/ 30ml r18,,,7768,a
canula vidro 75 mm p/ 30ml r18,canula vidro 75 mm p/ 30ml r18,,,1114,a
canula vidro 95 mm p/100ml r24,canula vidro 95 mm p/100ml r24,,,62673,a
canula vidro dosadora 80mm,canula vidro dosadora 80mm,,,14512,b
canula vidro floral,canula vidro 75 mm p/ 30ml r18,,,6500,a
canyon dudleya floral (cal),canyon dudleya floral (cal),,,7818,b
cap  0 tapioca,cap  0 tapioca,,,12194,a
cap  1  tapioca,cap  1  tapioca,,,13335,a
cap  2  tapioca,cap  2  tapioca,,,13336,a
cap  3  tapioca,cap  3  tapioca,,,13337,a
cap  4  tapioca,cap  4  tapioca,,,13339,a
cap 00 inc release,cap revestida 00 incolor,,,11272,b
cap amilaceas  1,cap amilaceas  1,,,11370,b
cap borragem 500mg und,cap oleosa borragem 500mg,,,11232,c
cap cartamo 1g und,cap oleosa cartamo 1g,,,11235,c
cap clorofila 0,cap clorofila 0,,,10546,c
cap clorofila 00,cap clorofila 00,,,10547,c
cap de tapioca 1,cap de tapioca 1,,,9931,c
cap de tapioca 3,cap de tapioca 3,,,9933,c
cap de tapioca o,cap de tapioca o,,,8438,c
cap de tapioca oo,cap de tapioca oo,,,8440,c
cap enterica   00  branca,cap enterica   00  branca,,,4843,a
cap enterica   00 incolor acab,cap enterica   00 incolor,,,61126,a
cap enterica  0  branca,cap enterica  0  branca,,,61131,a
cap enterica  0  branca acabou,cap enterica  0  branca,,,61131,a
cap enterica  00 branca,cap enterica   00  branca,,,4843,a
cap enterica  00 incolor acabo,cap enterica   00 incolor,,,61126,a
cap enterica  2  branca pronta,cap enterica  2  branca pronta,,,3365,a
cap enterica  3  branca pronta,cap enterica  3  branca pronta,,,61203,a
cap enterica  4  branca pronta,cap enterica  4  branca pronta,,,4779,a
cap enterica 2  branca pronta,cap enterica  2  branca pronta,,,3365,a
cap enterica 3 branca pronta,cap enterica  3  branca pronta,,,61203,a
cap enterica 4 branca pronta,cap enterica  4  branca pronta,,,4779,a
cap epa 1 g,cap omega 3 1000 mg,,,2455,b
cap galet 3-vinho/branca,cap gelat 3-escarlate/branca,,,10471,a
cap gastro 0 brca,cap gastro 0 branca,,,11575,c
cap gastro 0 incolor,cap gastro 0 incolor,,,6285,c
cap gastro 00 branca,cap gastro 00 branca,,,11080,c
cap gastro 00 incolor,cap gastro 00 incolor,,,6288,c
cap gastro 1 branca/branca,cap gastro 1 branca/branca,,,10146,c
cap gastro 1 incolor,cap gastro 1 incolor,,,10056,c
cap gastro 2 incolor,cap gastro 2 branca,,,4066,c
cap gastro 3 branca,cap gastro 3 branca,,,4077,c
cap gastro 3 incolor,cap gastro 3 incolor,,,10925,c
cap gel 00 cinza/verm,cap gel 00 cinza/verm,,,14903,b
cap gel 00 rosa/rosa perolada,cap gel 00 rosa/rosa perolada,,,9698,c
cap gel 1 esc/br,cap gel 1 esc/br,,,14776,b
cap gel 4 az cl/ az es,cap gel 4 az cl/ az es,,,14194,b
cap gel 4 branca/branca,cap gel 4 branca/branca,,,5592,b
cap gel 4 rosa/br,cap gel 4 rosa/br,,,14715,b
cap gel clorof 00 vd claro,cap gel clorof 00 vd claro,,,11106,b
cap gel clorof 00 verde escuro,cap gel clorof 00 verde escuro,,,8995,b
cap gel clorofila 0 verde,cap gel clorofila 0 verde,,,5643,b
cap gel clorofila 0 verde tran,cap gel clorofila 0 verde tran,,,9610,b
cap gel clorofila 1,cap gel clorofila 1,,,10497,b
cap gelat 0 azul bebe,cap gelat 0 azul bebe,,,11631,c
cap gelat 0 azul esc/azul clar,cap gelat 0 azul esc/azul clar,,,10604,c
cap gelat 0 azul/ branca,cap gelat 0 azul/ branca,,,4398,b
cap gelat 0 azul/branca,cap gelat 0 azul/branca,,,5596,c
cap gelat 0 branca,cap gelat 0 branca,,,4394,b
cap gelat 0 branca/branca,cap gelat 0 branca/branca,,,8527,c
cap gelat 0 escarlate/branco,cap gelat 0 escarlate/branco,,,4893,c
cap gelat 0 incolor,cap gelat 0 incolor,,,5553,b
cap gelat 0 incolor,cap gelat 0 incolor,,,3962,c
cap gelat 0 laranja/branca,cap gelat 0 laranja/branca,,,8039,c
cap gelat 0 laranja/laranja,cap gelat 0 laranja/laranja,,,10145,c
cap gelat 0 vde esc/vde clar,cap gelat 0 vde esc/vde clar,,,10605,c
cap gelat 0 verde claro/escuro,cap gelat 0 verde claro/escuro,,,8304,b
cap gelat 0 verde/ branco,cap gelat 0 verde/ branco,,,4389,b
cap gelat 0 verde/branca,cap gelat 0 verde/branca,,,5591,c
cap gelat 0 vinho/branca,cap gelat 0 vinho/branca,,,4399,b
cap gelat 0-az esc/bca,cap gelat 0-azul/branca,,,3515,a
cap gelat 0-azul esc/branca,cap gelat 0-azul/branca,,,3507,a
cap gelat 0-azul/branca,cap gelat 0-azul/branca,,,3506,a
cap gelat 0-branca/branca,cap gelat 0-branca/branca,,,37883,a
cap gelat 0-esc/br,cap gelat 0-escarlate/branca,,,2925,a
cap gelat 0-escarlate/branca,cap gelat 0-escarlate/branca,,,38707,a
cap gelat 0-vd esc/bca,cap gelat 0-verde/branca,,,3941,a
cap gelat 0-vd/branca,cap gelat 0-verde/branca,,,3940,a
cap gelat 0-verde/branca,cap gelat 0-verde/branca,,,3604,a
cap gelat 0-vinho/branca,cap gelat 0-escarlate/branca,,,2924,a
cap gelat 00 azul / branca,cap gelat 00 azul / branca,,,4402,b
cap gelat 00 azul cl/azul esc,cap gelat 00 azul cl/azul esc,,,11709,c
cap gelat 00 azul/branca,cap gelat 00 azul/branca,,,10995,c
cap gelat 00 bca/bca,cap gelat 00 bca/bca,,,5568,b
cap gelat 00 branca/branca,cap gelat 00 branca/branca,,,8526,c
cap gelat 00 esc/branca,cap gelat 00 esc/branca,,,9820,c
cap gelat 00 incolor,cap gelat 00 incolor,,,5388,c
cap gelat 00 incolor,cap gelat 00 incolor,,,5600,b
cap gelat 00 laranja/branca,cap gelat 00 laranja/branca,,,8038,c
cap gelat 00 vd es/br,cap gelat 00 vd es/br,,,10019,c
cap gelat 00 verde / branco,cap gelat 00 verde / branco,,,4396,b
cap gelat 00 verde/verde,cap gelat 00 verde/verde,,,4401,b
cap gelat 00 verm/branca,cap gelat 00 verm/branca,,,4024,c
cap gelat 00 vinho/branca,cap gelat 00 vinho/branca,,,8753,b
cap gelat 00-azul/branco,cap gelat 00-azul/branco,,,5775,a
cap gelat 00-branca/branca,cap gelat 00-branca/branca,,,37885,a
cap gelat 00-cinza/azul,cap gelat 00-cinza/azul,,,13539,a
cap gelat 00-escarlate/branco,cap gelat 00-escarlate/branco,,,5776,a
cap gelat 00-verde/branca,cap gelat 00-verde/branca,,,37884,a
cap gelat 00-vinho/branco,cap gelat 00-escarlate/branco,,,10470,a
cap gelat 1 azul/ branca,cap gelat 1 azul/ branca,,,10132,c
cap gelat 1 azul/azul,cap gelat 1 azul/azul,,,5433,c
cap gelat 1 azul/branco,cap gelat 1 azul/branco,,,4386,b
cap gelat 1 branca,cap gelat 1 branca,,,5881,b
cap gelat 1 branca/branca,cap gelat 1 branca/branca,,,10131,c
cap gelat 1 incolor,cap gelat 1 incolor,,,6142,c
cap gelat 1 incolor,cap gelat 1 incolor,,,8064,b
cap gelat 1 laranja/branca,cap gelat 1 laranja/branca,,,8528,c
cap gelat 1 verde/branca,cap gelat 1 verde/branca,,,5554,b
cap gelat 1 verde/branca,cap gelat 1 verde/branca,,,10133,c
cap gelat 1-az esc/bca,cap gelat 1-azul/branca,,,3518,a
cap gelat 1-azul esc/branca,cap gelat 1-azul/branca,,,3519,a
cap gelat 1-azul/branca,cap gelat 1-azul/branca,,,3516,a
cap gelat 1-branca/branca,cap gelat 1-branca/branca,,,37881,a
cap gelat 1-esc/bca,cap gelat 1-escarlate/branca,,,3523,a
cap gelat 1-escarlate/branca,cap gelat 1-escarlate/branca,,,3520,a
cap gelat 1-verde/branca,cap gelat 1-verde/branca,,,39046,a
cap gelat 1-vinho/branca,cap gelat 1-escarlate/branca,,,3521,a
cap gelat 2 azul/branca,cap gelat 2 azul/branca,,,8856,b
cap gelat 2 azul/branca,cap gelat 2 azul/branca,,,10606,c
cap gelat 2 branca /br,cap gelat 2 branca /br,,,10134,c
cap gelat 2 branca/branca,cap gelat 2 branca/branca,,,4384,b
cap gelat 2 escarlat/branca,cap gelat 2 vinho/branca,,,10017,c
cap gelat 2 incolor,cap gelat 2 incolor,,,5289,c
cap gelat 2 incolor,cap gelat 2 incolor,,,5744,b
cap gelat 2 laranja/branca,cap gelat 2 laranja/branca,,,8529,c
cap gelat 2 verde/br,cap gelat 2 verde/br,,,12876,b
cap gelat 2 vinho/branca,cap gelat 2 vinho/branca,,,5911,c
cap gelat 2 vinho/branco,cap gelat 2 vinho/branco,,,4385,b
cap gelat 2-azul/branca,cap gelat 2-azul/branca,,,39047,a
cap gelat 2-branca/branca,cap gelat 2-branca/branca,,,37890,a
cap gelat 2-escarlate/branca,cap gelat 2-escarlate/branca,,,3605,a
cap gelat 2-vd esc/bca,cap gelat 2-verde/branca,,,3949,a
cap gelat 2-vd/bca,cap gelat 2-verde/branca,,,3944,a
cap gelat 2-verde/branca,cap gelat 2-verde/branca,,,3606,a
cap gelat 2-verm/bca,cap gelat 2-escarlate/branca,,,3943,a
cap gelat 2-vinho/bca,cap gelat 2-escarlate/branca,,,3942,a
cap gelat 3 azul/branco,cap gelat 3 azul/branco,,,5301,c
cap gelat 3 branca/branca,cap gelat 3 branca/branca,,,6080,c
cap gelat 3 incolor,cap gelat 3 incolor,,,4089,c
cap gelat 3 laranja/branca,cap gelat 3 laranja/branca,,,8040,c
cap gelat 3 laranja/laranja,cap gelat 3 laranja/laranja,,,10172,c
cap gelat 3 vd claro/vd escuro,cap gelat 3 vd claro/vd escuro,,,9819,c
cap gelat 3 verde/branca,cap gelat 3 verde/branca,,,5544,c
cap gelat 3-azul/branca,cap gelat 3-azul/branca,,,39048,a
cap gelat 3-branca/branca,cap gelat 3-branca/branca,,,9957,a
cap gelat 3-esc/branca,cap gelat 3-escarlate/branca,,,3463,a
cap gelat 3-escarlate/branca,cap gelat 3-escarlate/branca,,,38739,a
cap gelat 4,cap gelat 4,,,176,b
cap gelat 4  azul/branca,cap gelat 4  azul/branca,,,10151,c
cap gelat 4  branca/branca,cap gelat 4  branca/branca,,,10230,c
cap gelat 4 azul/branca,cap gelat 4 azul/branca,,,4383,b
cap gelat 4 branca /branca,cap gelat 4 branca /branca,,,4382,b
cap gelat 4 escarlate/br,cap gelat 4 escarlate/br,,,4381,b
cap gelat 4 in/in,cap gelat incolor 4,,,8484,a
cap gelat 4 incolor,cap gelat 4 incolor,,,10166,c
cap gelat 4 incolor,cap gelat 4 incolor,,,5746,b
cap gelat 4 laranja/branca,cap gelat 4 laranja/branca,,,8649,c
cap gelat 4 uc ii gravada,cap gelat 4 uc ii gravada,,,6248,c
cap gelat 4 vd cl/vd esc,cap gelat 4 vd cl/vd esc,,,5558,b
cap gelat 4 verde/branca,cap gelat 4 verde/branca,,,9245,b
cap gelat 4 verde/branca,cap gelat 4 verde/branca,,,10488,c
cap gelat 4 vinho/branca,cap gelat 4 vinho/branca,,,10291,c
cap gelat 4-azul/branca,cap gelat 4-azul/branca,,,2909,a
cap gelat 4-esc/branca ,cap gelat 4-escarlate/branca,,,3465,a
cap gelat 4-escarlate/branca,cap gelat 4-escarlate/branca,,,39041,a
cap gelat 4-vd esc/bca,cap gelat 4-verde/branca,,,3525,a
cap gelat 4-vd/bca,cap gelat 4-verde/branca,,,3529,a
cap gelat 4-verde esc/branca,cap gelat 4-verde/branca,,,3528,a
cap gelat 4-verde/branca,cap gelat 4-verde/branca,,,3524,a
cap gelat 4-vinho/branca,cap gelat 4-escarlate/branca,,,10472,a
cap gelat duo 0/00,cap gelat duo 0/00,,,10583,c
cap gelat incolor  00,cap gelat incolor  00,,,5332,a
cap gelat incolor 0,cap gelat incolor 0,,,5150,a
cap gelat incolor 1,cap gelat incolor 1,,,5216,a
cap gelat incolor 2,cap gelat incolor 2,,,5265,a
cap gelat incolor 3,cap gelat incolor 3,,,5277,a
cap gelat incolor 4,cap gelat incolor 4,,,5561,a
cap gelatinosas  0,cap gelatinosas  0,,,59067,b
cap gelatinosas  1,cap gelatinosas  1,,,9982,b
cap gelatinosas  2,cap gelatinosas  2,,,9829,b
cap gelatinosas 00,cap gelatinosas 00,,,9970,b
cap incolor  0,cap incolor  0,,,5150,b
cap incolor  1,cap incolor  1,,,5216,b
cap incolor  2,cap incolor  2,,,5265,b
cap incolor 00,cap incolor 00,,,5332,b
cap incolor 4,cap incolor 4,,,220,b
cap lecitina de soja 500mg,cap lecitina de soja 500mg,,,3145,b
cap lecitina de soja 900mg,cap lecitina de soja 900mg,,,14743,b
cap linhaca 1g und,cap oleosa linhaca 1g,,,11233,c
cap ol borage 1g,cap ol borage 1g,,,9122,b
cap ol cartamo 1g,cap ol cartamo 1g,,,3259,b
cap ol peixe 1 g,cap omega 3 1000 mg,,,2454,b
cap ol primula,cap ol primula,,,1952,b
cap ol primula 500 mg,cap ol primula,,,2456,b
cap oleo de primula und,cap oleosa  primula 500mg,,,11240,c
cap oleo linhaça 1 g,cap oleo linhaça 1 g,,,2326,b
cap oleosa  primula 500mg,cap oleosa  primula 500mg,,,6229,c
cap oleosa borragem 500mg,cap oleosa borragem 500mg,,,9336,c
cap oleosa cartamo 1g,cap oleosa cartamo 1g,,,6650,c
cap oleosa licaps cafeina/tcm,cap oleosa licaps cafeina/tcm,,,9846,c
cap oleosa linhaca 1g,cap oleosa linhaca 1g,,,6115,c
cap oleosa omega 3 1g,cap oleosa omega 3 1g,,,6720,c
cap omega  iii 1 g,cap omega 3 1000 mg,,,1438,b
cap omega 3 1000 mg,cap omega 3 1000 mg,,,76650,b
cap ômega 3 1g und,cap oleosa omega 3 1g,,,11234,c
"cap omega 3,6 e 9",ol linhaca,,,3209,b
"cap omega 3,6e9 1g",cap oleo linhaça 1 g,,,3211,b
cap omega 6 500mg,cap ol primula,,,4270,b
cap revestida  2 branca,cap revestida  2 branca,,,5523,b
cap revestida 0 branca/branca,cap enterica  0  branca,,,3434,a
cap revestida 0 branca/branca,cap revestida 0 branca/branca,,,5655,b
cap revestida 0 incolor,cap revestida 0 incolor,,,5510,b
cap revestida 00 branca,cap revestida 00 branca,,,5604,b
cap revestida 00 branca ,cap enterica   00  branca,,,10467,a
cap revestida 00 incolor,cap revestida 00 incolor,,,5583,b
cap revestida 1 branca/branca,cap revestida 1 branca/branca,,,8141,b
cap revestida 1 incolor,cap revestida 1 incolor,,,5570,b
cap revestida 2 br/br,cap revestida 2 br/br,,,11347,b
cap revestida 2 incolor,cap revestida 2 incolor,,,5291,b
cap revestida 4 branca,cap enterica  4  branca pronta,,,10469,a
cap revestida 4 branca,cap revestida 4 branca,,,5853,b
cap revestida 4 incolor,cap revestida 4 incolor,,,12314,b
cap revestida branca 2,cap enterica  2  branca pronta,,,3455,a
cap revestida branca 3 acabou,cap enterica  3  branca pronta,,,3452,a
cap revestida incolor  00 acab,cap enterica   00 incolor,,,3448,a
cap tapiocaps 0 incolor,cap tapiocaps 0 incolor,,,12390,b
cap tapiocaps 00 incolor,cap tapiocaps 00 incolor,,,13457,b
cap tapiocaps 1 incolor,cap tapiocaps 1 incolor,,,14434,b
cap uc ii  4  gelat,cap uc ii  4  gelat,,,10086,a
cap veg 0 cenoura roxa,cap veg 0 cenoura roxa,,,14864,b
cap veg 0 spirulina az cl,cap veg 0 spirulina az cl,,,14863,b
cap veg 00 spirulina az cl,cap veg 00 spirulina az cl,,,14865,b
cap veg ent 0 br/br,cap veg ent 0 br/br,,,10524,b
cap veg ent 00 incolor,cap veg ent 00 incolor,,,10660,b
cap veg ent 2 br/br,cap veg ent 2 br/br,,,10525,b
cap veg ent 4 br/br,cap veg ent 4 br/br,,,11201,b
cap vegetal 0 br/br,cap vegetal 0 br/br,,,10293,c
cap vegetal 0 branca,cap vegetal 0 branca,,,4395,b
cap vegetal 0 incolor,cap vegetal 0 incolor,,,4392,b
cap vegetal 0 incolor,cap vegetal 0 incolor,,,4936,c
cap vegetal 0 verde/verde,cap vegetal 0 verde/verde,,,14772,b
cap vegetal 00 branca,cap vegetal 00 branca,,,5674,c
cap vegetal 00 branca,cap vegetal 00 branca,,,4403,b
cap vegetal 00 incolor,cap vegetal 00 incolor,,,9491,c
cap vegetal 00 incolor,cap vegetal 00 incolor,,,4404,b
cap vegetal 00 verde/verde,cap vegetal 00 verde/verde,,,5555,b
cap vegetal 1 branca,cap vegetal 1 branca,,,4387,b
cap vegetal 1 branca branca,cap vegetal 1 branca branca,,,9492,c
cap vegetal 1 incolor,cap vegetal 1 incolor,,,5257,c
cap vegetal 1 incolor,cap vegetal 1 incolor,,,10627,b
cap vegetal 1 verde/verde,cap vegetal 1 verde/verde,,,5557,b
cap vegetal 2 branca/branca,cap vegetal 2 branca/branca,,,5726,b
cap vegetal 2 incolor,cap vegetal 2 incolor,,,5520,b
cap vegetal 2 incolor,cap vegetal 2 incolor,,,4908,c
cap vegetal 3 branca/branca,cap vegetal 3 branca/branca,,,10298,c
cap vegetal 3 incolor,cap vegetal 3 incolor,,,8386,c
cap vegetal 4 branca/branca,cap vegetal 4 branca/branca,,,4380,b
cap vegetal 4 incolor,cap vegetal 4 incolor,,,5779,b
cap vegetal branca  00,cap vegetal branca  00,,,36712,a
cap vegetal branca  1,cap vegetal branca  1,,,12157,a
cap vegetal branca 0,cap vegetal branca 0,,,4672,a
cap vegetal incolor  0,cap vegetal incolor  0,,,8130,a
cap vegetal revestida 4 branca,cap veg ent 4 br/br,,,11207,b
cap vgr 2 vepakumpharma,cap enterica  2  branca pronta,,,13000,a
cap vit d 2000 ui softgel,cap vit d 2000 ui softgel,,,14324,b
capilia longa,capilia longa,,,11208,b
capilia longa,capilia longa,,,8630,c
capilia longa (galena),capilia longa (galena),,,12913,a
capilissil hc,capilissil hc,,,76430,b
capillia longa,capilia longa,,,10968,c
capillisil hc topico acabou,capillisil hc topico acabou,,,4052,a
capim cidreira pó,capim limao pÓ,,,10401,c
capim estrela floral gaia,capim estrela floral gaia,,,14784,b
capim limao,erva cidreira,,,9600,b
capim luz floral (sg),capim luz floral (sg),,,4564,b
capim luz saint germain,capim luz saint germain,,,7772,b
capim seda floral (sg),capim seda floral (sg),,,3615,b
capixil sob enc,capixil pouco,,,4709,a
capixyl,capixyl,,,5790,b
capixyl  acabou,capixil pouco,,,4737,a
capixyl *,capixyl *,,,6567,c
capric caprilic triglyceride ,triglicerideos caprico/capril,,,5022,a
caps dha 1g,cap omega 3 1000 mg,,,4317,b
caps epa 1g,cap omega 3 1000 mg,,,4316,b
