"name","orgininalName","cas","dcb","code","pharmacy"
oleo de cravo,ol cravo,"97530","03763",3994,a
oleo de cravo *,oleo de cravo *,,,6444,c
oleo de framboesa *,oleo de framboesa *,,,6977,c
oleo de girassol ,ol girassol,"8001216","10829",2589,a
oleo de girassol grau farmaceu,oleo de girassol uso interno,,,11346,c
oleo de girassol uso externo,oleo de girassol uso externo,,,6993,c
oleo de girassol uso interno,oleo de girassol uso interno,,,11345,c
oleo de lavanda fornecedor,oleo de lavanda fornecedor,,,8908,c
oleo de macadamia,oleo de macadamia,,,5192,c
oleo de melaleuca,oleo de melaleuca,,,6679,c
oleo de oliva,oleo de oliva,,,5579,c
oleo de oliva ,ol oliva,"8001250","09472",8999,a
oleo de oliva desod. extra vir,ol oliva,"8001250","09472",13212,a
oleo de persea gratissima acab,ol abacate,"8024326",,7182,a
oleo de primula encapsulado,oleo de primula 500mg  encap,,,13237,a
oleo de ricino,oleo de ricino,,,7441,a
oleo de rosa mosqueta ,ol rosa mosqueta,"84603930",,3218,a
oleo de rosa mosqueta,oleo de rosa mosqueta,,,6933,c
oleo de semente de uva,oleo de semente de uva,,,4153,c
oleo de semente de uvas ,ol uva,,,9790,a
oleo de silicone ,ol silicone 200/350,,,1458,a
oleo de silicone ,ciclometicone,"69430246","02023",12812,a
oleo de silicone,oleo de silicone,,,55311,b
oleo de uva ,ol uva,,,1466,a
oleo ess  eucalipto glob,oleo ess  eucalipto glob,,,6494,c
oleo ess  melaleuca fornecedor,oleo ess  melaleuca fornecedor,,,11665,c
oleo ess alecrim acabou,oleo ess alecrim acabou,,,7883,a
oleo ess citronela,oleo ess citronela,,,4264,c
oleo ess cravo folha,oleo ess cravo folha,,,11676,c
oleo ess de canela,oleo ess de canela,,,11671,c
oleo ess eugenia caryophylus,oleo ess cravo folha,,,11677,c
oleo ess grapefruit acabou,oleo ess grapefruit acabou,,,6022,a
oleo ess lemongrass,oleo ess lemongrass,,,9997,c
oleo ess lemongrass ,lemongrass,,,8941,a
oleo ess limao ,lemongrass,,,7892,a
oleo ess limao siciliano,oleo ess limao siciliano,,,11664,c
oleo ess melaleuca,oleo de melaleuca,,,10540,c
oleo ess menta piperita,oleo ess menta piperita,,,5417,c
oleo ess rosmarinus officinali,oleo ess alecrim acabou,,,7889,a
oleo ess. de citronela,oleo ess. de citronela,,,755,a
oleo essencial alecrim acabou,oleo ess alecrim acabou,,,7887,a
oleo essencial citronela,oleo citronela,,,9236,b
oleo essencial de alecrim acab,oleo ess alecrim acabou,,,7888,a
oleo essencial de bergamota ac,ol ess bergamota sob en,"8007758",,3658,a
oleo essencial de limao ,lemongrass,,,7893,a
oleo essencial hortela ,ol ess hortela/menta,,,11433,b
oleo essencial melaleuca,ol melaleuca,,,5723,b
oleo germe trigo ,proteina trigo 16/08/21,,,3722,a
oleo germem de trigo,proteina trigo 16/08/21,,,3712,a
oleo girassol ,ol girassol,"8001216","10829",2590,a
oleo hidratante para unhas ,glicerina bidestilada (pc),"56815","04469",3116,a
oleo macadamia  ,ol macadamia acabou,"129811194",,10089,a
oleo melaleuca,ol melaleuca,,,65754,b
oleo oliva ,ol oliva,"8001250","09472",9068,a
oleo para unhas,propilenoglicol,"57556","07455",11323,a
oleo ricino 31/05/2020,oleo de ricino,,,7443,a
oleo rosa mosqueta  ,ol rosa mosqueta,"84603930",,3217,a
oleo semente de uva ,ol uva,,,1464,a
oleo silicone,oleo de silicone,,,10643,c
oleo vegetal uso interno ,ol girassol,"8001216","10829",6244,a
oleoylethanolamide,oea,,,13465,b
oleoylethanolamide,oea,,,11299,c
oleum jecoris aselli homeo,oleum jecoris aselli homeo,,,9265,b
oli ol,oli ol,,,6641,c
oli ola,oli ola,,,6532,c
oli ola  ,oli ola (nexira health),"84012271",,4823,a
oli ola (nexira health),oli ola (nexira health),"84012271",,3906,a
oli-ola,oli-ola,,,5712,b
olibano,boswelim,,,12975,b
olibanum indicum,boswellin,,,12476,a
oligo ha,oligo ha,,,13555,b
oligo sea confirmar com farmac,fucoxantina,,,5791,b
oligocolor branca,argila branca,,,15408,b
oligofrutose ,fruto oligossacarideo,"308066662",,6007,a
oligofrutose,fruto oligo sacarideo,,,9387,b
oligofrutose,fos,,,9689,c
oligomix,oligomix,,,2068,b
oligomix (politechno) acabou,oligomix (politechno) acabou,,,11075,a
oligopeptide 2,igf1,,,10355,b
oligopeptide 2 igf,fator igf,"7733291",,4915,a
oligossacarideo,pretiex,,,12556,b
oliva de fatima (sg),oliva de fatima (sg),,,11081,b
oliva hidroxitirosol,oliva hidroxitirosol,,,8337,c
oliva oleo,oleo de oliva,,,7184,c
oliva po,folha de oliveira po,,,9217,c
olivage (s) topico,luminecense topico,,,13606,a
olivage (s) uso interno,oli ola (nexira health),"84012271",,13352,a
olive ,olive fl - bach,,,10122,a
olive fl - bach,olive fl - bach,,,33406,a
olive floral (bach),olive floral (bach),,,7004,b
olive leaf,oliva hidroxitirosol,,,9815,c
olive*,olive*,,,5639,c
olived  uso interno,oli ola (nexira health),"84012271",,13350,a
oliveid uso interno,oli ola (nexira health),"84012271",,13349,a
oliveira ext seco,oli-ola,,,12057,b
oliveira ho,olive*,,,8727,c
oliveira po,folha de oliveira po,,,9216,c
olivem 300 biovital,olivem 300 biovital,,,9665,c
olivicin (s)  uso interno,oli ola (nexira health),"84012271",,9399,a
olix 95%,olix 95%,,,15016,b
olmesartan,olmesartan,,,11515,a
olmesartan,olmesartan,,,4891,b
olmesartan medoxomila,olmesartan,,,14822,b
olmo,elm *,,,8703,c
omega 3 ,omega 3 po,,,8593,c
omega 3  po,omega 3  po,,,5632,a
omega 3 (encapsulado unidades,oleo de primula 500mg  encap,,,13531,a
omega 3 para biscoito,omega 3 para liquido acabou,,,35474,a
omega 3 para liquido acabou,omega 3 para liquido acabou,,,36316,a
omega 3 para pasta felina,omega 3 para liquido acabou,,,11741,a
omega 3 po,omega 3 po,,,8945,b
omega 3 po,omega 3 po,,,6793,c
"omega 3,6 e 9",ol linhaca,,,3208,b
"omega 3,6 e 9 1g ",cap oleo linhaça 1 g,,,3212,b
omega 6,cla,,,1515,b
omega active,vegelip acabou,,,4821,a
omega gold base ,base omega gold biotec,,,8893,a
omega plus,vegelip acabou,,,12242,a
omega plus,omega plus,,,8808,b
omega po,cla,,,12412,b
omega po vegetal,omega 3 po,,,10760,b
omega vi,cla,,,1516,b
omeprazol,omeprazol,,,2288,b
"omeprazol 8,5%","omeprazol 8,5%","73590586","06602",2288,a
omeprazol pellets,omeprazol pellets,,"06602",6781,c
omeprazol pellets  01/07/2020,"omeprazol 8,5%","73590586","06602",33032,a
omeprazol po  para associacao,omeprazol po associado,,,8476,a
omeprazol po associado,omeprazol po associado,,,1467,a
ondansetrona,ondansetrona,,,4696,b
onimirre,onymyrre,,,11697,b
onimyrre,onymyrre,,,11696,b
onimyrrhe,onymyrre,,,12259,b
onosmodium ho,onosmodium ho,,,11000,c
onosmodium virginianum ho,onosmodium ho,,,11001,c
onosmodium virginianum homeo,onosmodium virginianum homeo,,,10026,b
onymyrre,onymyrre,,,10955,b
onymyrrhe   acabou,onymyrrhe   acabou,,,1391,a
oophorinum homeo,oophorinum homeo,,,4215,b
opala powder,opala powder,,,5621,b
opala powder acabou,opala powder acabou,,,1468,a
opextan,opextan,,,6616,c
opextan,oli-ola,,,11005,b
opextan infinity pharma,oli ola (nexira health),"84012271",,13327,a
opitiphen,optiphen,,,8020,c
opium poppy,opium poppy,,,11048,b
opt zinc (zma) acabou,opt zinc (zma) acabou,,,12041,a
optimsm,optimsm,,,14044,b
optiphen,optiphen,,,5398,c
optzinc,opt zinc (zma) acabou,,,12042,a
opuntia f i rosehips,drenow c,,,13260,b
opuntia ficus,opuntia ficus indica,,,12362,b
opuntia ficus  (s),drenow c (florien),,,13270,a
opuntia ficus ext seco,opuntia ficus ext seco,,,5789,c
opuntia ficus indica,opuntia ficus indica ext,,,13184,a
opuntia ficus indica,cactix,,,14615,b
opuntia ficus indica ext,opuntia ficus indica ext,,,10513,a
opuntia ficus indica ext 14/05,opuntia ficus indica ext,,,10513,a
opuntia ficus indica folha,neopuntia,,,10843,b
opuntia ficus+olea europaea,mucosave food,,,12994,b
oral base embrafarma,base orodispersivel,,,12589,a
oral pack  1 ml,oralpack  1 ml,,,12908,a
oral pack  3 ml,oralpack  3 ml,,,12909,a
oral pack  5 ml,oralpack  5 ml,,,12910,a
oral pack 10 ml,oralpack 10 ml,,,12911,a
oralpack  1 ml,oralpack  1 ml,,,12596,a
oralpack  3 ml,oralpack  3 ml,,,12597,a
oralpack  5 ml,oralpack  5 ml,,,32783,a
oralpack 10 ml,oralpack 10 ml,,,5569,a
oralpack 10 ml c/ adaptador,oralpack 10 ml,,,6756,a
oralpack 5 ml c/ adaptador,oralpack  5 ml,,,6758,a
orange peel,advantra-z,,,10243,b
orange peel,citrus aurantium 6%,,,8995,c
orange red,red orange complex,,,12495,a
oranic mushroom powder,peak o2,,,11665,b
oregano ext seco,oregano ext seco,,,14075,b
oregano tm,origanum vulgare tm,,,14859,b
oregon grape floral (cal),oregon grape floral (cal),,,7098,b
orellana floral (mg),orellana floral (mg),,,6860,b
orfenadrina,citr orfenadrina,,,70543,b
orfenadrina *,orfenadrina *,,,6855,c
orfenadrina citrato,orfenadrina citrato,"4682364","06630",8665,a
orfenadrina sob enco,orfenadrina citrato,"4682364","06630",8668,a
orgasol caresse,orgasol caresse,,,9020,b
origanum floral (mg),origanum floral (mg),,,6861,b
origanum majorana tm,origanum majorana tm,,,6642,b
origanum vulgare l,oregano ext seco,,,14077,b
origanum vulgare tm,origanum vulgare tm,,,6505,b
orisa sativa,gama oryzanol,,,12429,b
orisa sativa + opuntia,actrisave,,,12195,b
oriza sativa,gama oryzanol,,,8180,b
orizanol,gama orizanol acabou,"11042641",,12204,a
orlistat,orlistat,,,3131,b
orlistat,orlistate,"96829582","06635",2946,a
orlistat po,orlistat po,"96829582","06635",7065,c
orlistate,orlistate,"96829582","06635",21112,a
orlistate fermentado,orlistate,"96829582","06635",10945,a
ornithogalum umbellatum,star of bethlehem *,,,8737,c
ornitina,ornitina,,,55426,b
ornitina alfa cetoglutarato,l ornitina afa cetoglutarato,,,13310,b
ornitina cloridrato,ornitina hcl sob enc,"3184132","06643",5824,a
ornitina hcl,ornitina hcl sob enc,"3184132","06643",55426,a
ornitina hcl sob enc,ornitina hcl sob enc,"3184132","06643",55426,a
ornitina l,l ornitina,"3184132","06643",7618,c
ornitina nao aspat,ornitina hcl sob enc,"3184132","06643",5397,a
oro base embrafarma,base orodispersivel,,,12588,a
orotab diet,base orodispersivel,,,12416,a
orotab diet,orotab diet,,,12124,b
orotab diet sem sabor,orotab diet sem sabor,,,5542,c
orotab limao,excipiente para sublingual,,,5803,b
orotato potassio acabou,orotato potassio acabou,"24598730","00309",55372,a
orthosipron stamineus acabou,chapeu couro po sob enc,,"10871",4089,a
ortie ipf,provit soluvel,,,20084,b
oryza sativa,gama orizanol acabou,"11042641",,12665,a
oryza sativa+medicago sativa+c,herbatonin,,,15421,b
oscilococcinum ho,oscilococcinum ho,,,11040,c
oscilococcinum homeo,oscilococcinum homeo,,,6047,b
oseltamivir,fosfato de oseltamivir,"204255118","06651",14301,b
osmium metallicum homeo,osmium metallicum homeo,,,6510,b
osso total homeo,osso total homeo,,,7028,b
ostarina,ostarine,,,12851,b
ostarina,ostarina,,,5684,c
ostarine,ostarine,,,12589,b
osteoartrite nosodio homeo,osteoartrite nosodio homeo,,,7029,b
osteosil,osteosil,,,5594,b
osteosil biotec sob encomenda,osteosil biotec,,,1472,a
otite nosodio homeo,otite nosodio homeo,,,10096,b
otodectes cynoti homeo,otodectes cynoti homeo,,,13814,b
otz 10 (coenz q10 topico),lipossoma coenzima q10 acabou,,,13461,a
otz 10 acabou,otz 10 acabou,,,11076,a
otz acabou,otz 10 acabou,,,11165,a
otz-10,otz-10,,,5696,b
ouro homeo,ouro homeo,,,13207,b
ouvido interno homeo,ouvido interno homeo,,,11965,b
ouvido medio homeo,ouvido medio homeo,,,13205,b
ouvido total homeo,ouvido total homeo,,,13812,b
ovario homeo,ovario homeo,,,3020,b
over night repair,over night repair,,,13366,b
over nigth repair,over nigth repair,,,9614,c
ovulo com ol coco,novata bbc,,,12202,b
ovulo de cera,novata bbc,,,12203,b
ovulo de gelatina,ovulo de gelatina,,,8967,b
ovulo leo,ovulo leo,,,10161,c
ox eye daisy (pacifico),ox eye daisy (pacifico),,,14328,b
oxalato de calcio homeo,oxalato de calcio homeo,,,14827,b
oxalato de escitalopram puro,escitalopram oxalato puro,"219861082","03513",3759,b
oxalato escitalopram,escitalopram oxalato,"219861082","03513",125,a
oxandrolona,oxandrolona,"53394","06677",55438,a
oxandrolona,oxandrolona,"53394","06677",6583,c
oxandrolona,oxandrolona,"53394","06677",55438,b
oxandrolona dil 1/10,oxandrolona dil 1/10,,,3911,b
oxandrolone ,oxandrolona,"53394","06677",54537,a
oxerutins,troxerutina,,,1881,b
oxibutinina,oxibutinina hcl,"1508652","06711",19835,a
oxibutinina *,oxibutinina *,,,5230,b
oxibutinina cloridrato,oxibutinina cloridrato,,"06711",6576,c
oxibutinina diluida1/10,oxibutinina diluida1/10,,,5626,b
oxibutinina hcl,oxibutinina hcl,"1508652","06711",5230,a
oxido de magnesio,oxido magnesio,"1309484","06728",5429,a
oxido de magnesio,oxido de magnesio,,,3956,c
oxido de zinco,oxido de zinco,,,6991,c
oxido de zinco externo,oxido zinco micronizado,"1314132","06730",3894,a
oxido diaminopirimidina,kopexil,,,11294,b
oxido magnesio,oxido magnesio,"1309484","06728",50520,a
oxido magnesio,oxido magnesio,,,50520,b
oxido magnesio leve,oxido magnesio,,,53806,b
oxido magnesio leve,oxido magnesio,"1309484","06728",53806,a
oxido zinco (uso externo) ,oxido zinco micronizado,"1314132","06730",3899,a
oxido zinco externo ,oxido zinco micronizado,"1314132","06730",3895,a
oxido zinco micr topico,oxido zinco micr topico,,,632,b
oxido zinco micronizado,oxido zinco micronizado,"1314132","06730",5458,a
oxido zinco ultra fino,oxido zinco micr topico,,,644,b
oxido zinco ultrafino ,oxido zinco micronizado,"1314132","06730",3301,a
oxifenbutazona,fenilbutazona,,,9076,b
oxifenilbutazona,fenilbutazona,,,36626,b
oximetazolina hcl,oximetazolina hcl,,,15017,b
oximethandrostenolona,oxandrolona,"53394","06677",23346,b
oximetolona,oximetolona,"434071","06750",13111,b
oxitetraciclina base acabou,oxitetraciclina base acabou,"6153646","06764",9066,a
oxoralem,trissoralem,,,58816,b
oxy ,vit e acetato po,"52225204","09341",13291,a
oxy orac,cha branco es acabou,,,13294,a
oxycoa,oxycoa,,,3496,b
p clobetasol diluido,clobetasol 1:100 em alcool,,,4991,a
p olamina ,octopirox,"68890664",,43228,a
p refinyl acabou,p refinyl acabou,"90063404",,11187,a
p refynil,sebonormine,,,11890,c
p-refenil dra kellen acabou,p refinyl acabou,"90063404",,12400,a
p-refinyl,refinyl,,,9032,b
p. cerasus l.,cherry pure,,,12575,b
p. ovata,psylliun,,,11973,a
p.e.a.     sob encomenda,pea bioactive sob enc,,,12760,a
p5p,piridoxal 5 fosfato mono **,,,10674,c
p5p,"5- piridoxal fosfato",,,9551,b
paba,ac paraaminobenzoico,"150130","00098",7495,c
paba,paba,"150130","00098",50246,a
paba *,ac paraminobenzoico *,,,58257,b
paba 21/05/21,paba,"150130","00098",50246,a
paba potassio anidro ,potaba,,,2706,b
paconia off,paconia off,,,3069,b
pad nactive,padenactive nutry,,,10465,b
padenactive nutri powder,padenactive nutry,,,9451,b
padenactive nutry,padenactive nutry,,,5519,b
padimeto *,ac paraminobenzoico *,,,69700,b
padina pavonica,padenactive nutry,,,7825,b
padina pavonica ext,padinactive nutri,,,7946,c
padinactive nutri,padinactive nutri,,,4165,c
padinactive nutri ,padnactive nutri,,,11206,a
padinactive nutry,padenactive nutry,,,15002,b
padinactive skin,hps 3,,,14095,b
padnactive nutri,padnactive nutri,,,7595,a
paeonia officinalis ho,paeonia officinalis ho,,,4528,c
paeonia officinalis homeo,paeonia officinalis homeo,,,6508,b
paeonia officinalis tm,paeonia officinalis tm,,,6507,b
palatinose,palatinose,,,9511,b
palatinose,palatinose,,,6621,c
palatinose sob encomenda,palatinose sob encomenda,,,9846,a
palato duro homeo,palato duro homeo,,,14422,b
palato mole homeo,palato mole homeo,,,14421,b
palavet maca melaco acabou,aroma maca e melaco acabou,,,11594,a
palladium homeo,palladium homeo,,,8040,b
palmitato ascorbila,palmitato ascorbila,"137666","137666",23431,a
palmitato ascorbila,palmitato ascorbila,,,12621,b
palmitato de vit a,vitamina a oleosa,,,7287,c
palmitato reticulina,vit a oleo,,,12087,b
palmitato retinol,vit a oleo,,,735,b
palmitato retinol uso top,vit a   liquida,"79812","07695",735,a
palmitoil tripep ,fator tgf b3,,,5550,a
palmitoiletanolamida,pea bioactive,,,13625,b
panax ginseng,panax ginseng,,,80706,b
panax ginseng (indiano),ginseng indiano,,,7100,a
panax ginseng ext seco,panax ginseng ext seco,,,13393,a
panax ginseng ext seco,ginseng coreano ext  seco,,,7307,c
panax ginseng po,pfaffia paniculata pÓ,,,12569,a
panax ginseng tintura,ginseng coreano tintura,,,9458,c
panax ginseng uso inetrno,ginseng siberiano es,,,7308,a
panaxin,panax ginseng,,,80718,b
panc 25.000ui neste lot=100mg,pancreatina,,,11099,b
pancreas homeo,pancreas homeo,,,6118,b
pancreatina,pancreatina,,"06811",6690,c
pancreatina,pancreatina,,,55451,b
pancreatina ativada,pancreatina ativada,,,8408,a
pancreatina p/ biscoito ,pancreatina ativada,,,9834,a
pancreatina p/ caps,pancreatina p/ caps,"8049476","06811",55451,a
pancreatina p/ sache ,pancreatina ativada,,,8831,a
pancreatinum  ,pancreatina p/ caps,"8049476","06811",1083,a
pancreatinum homeo,pancreatinum homeo,,,6511,b
pancreativa ativada (+ caro),pancreatina ativada,,,13274,a
pancreozimina,pancreatina,,,65985,b
pancreozimina ,pancreatina p/ caps,"8049476","06811",65985,a
pango homeo,pango homeo,,,13047,b
panicum floral (sg),panicum floral (sg),,,3364,b
pantenol,d-pantenol,,,58490,b
pantenol d puro,d pantenol puro,,,7350,c
pantescal,pantescal,,,12844,b
pantomicina *,eritromicina estolato,"3521628","03494",65948,b
pantoprazol  ,pantoprazol pellets 15%,"164579322","09514",2730,a
pantoprazol (c/sodico)  ,pantoprazol po,"138786671","06819",6508,a
pantoprazol p/ xarope,"pantoprazol po feq 1,13",,,8246,c
pantoprazol pellets,"pantoprazol pellets feq 1,13",,"09514",7787,c
pantoprazol pellets,pantoprazol pellets,,,1131,b
pantoprazol pellets 15%,pantoprazol pellets 15%,"164579322","09514",37359,a
"pantoprazol pellets feq 1,13","pantoprazol pellets feq 1,13",,"09514",6647,c
pantoprazol po,pantoprazol po,"138786671","06819",2508,a
"pantoprazol po feq 1,13","pantoprazol po feq 1,13",,,8245,c
pantoprazol sod sesquihidrat. ,pantoprazol po,"138786671","06819",5874,a
pantoprazol sodico po,pantoprazol sodico po,,,2480,b
pantotenato calcio,pantotenato calcio,,,55463,b
pantotenato calcio  ,pantotenato de calcio,"137086","00317",9681,a
pantotenato de calcio,pantotenato de calcio,"137086","00317",55463,a
pantotenato de calcio,pantotenato de calcio,,,5654,c
pantotenol,d-pantenol,,,65900,b
papaina,papaina,"9001734","06821",4063,c
papaina,papaina,"9001734","06821",55888,a
papaina,papaina,,,55888,b
papaverina ,papaverina hcl,"61256","06823",10340,a
papaverina,papaverina,,,55475,b
papaverina,papaverina,,,7034,c
papaverina hcl,papaverina hcl,"61256","06823",55475,a
papaya floral (cal),papaya floral (cal),,,7100,b
papel indicador ph,papel indicador ph,,,8319,b
papel orodispersivel,filme orodispersivel,,,12654,b
paper birch alaska,paper birch alaska,,,13799,b
paracetamol,paracetamol,,"06827",6716,c
paracetamol,acetaminofem,,,58221,b
paracetamol (pf) policia,paracetamol (pf) policia,"103902","06827",50015,a
paraclorometaxilenol,irgasan,,,64531,b
paradoxine,paradoxine,,,13631,b
paradoxine  sob enc,paradoxine  sob enc,,,13073,a
parafina ,parafina solida,,,6110,a
parafina dura ,parafina solida,,,21826,a
parafina liquida,vaselina liquida,,,9635,b
parafina sintetica ,parafina solida,,,21827,a
parafina solida,parafina solida,,,55487,a
parafina solida,parafina solida,,,5764,c
paraminobenzoico,paba,"150130","00098",9649,a
paramonometaxilenol,irgasan,,,60987,b
parathyreoidinum homeo,parathyreoidinum homeo,,,6512,b
paratireoide homeo,paratireoide homeo,,,14419,b
pariparoba tm,pariparoba tm,,,6514,b
paroxetina ,paroxetina hcl,"78246498","06859",9696,a
paroxetina,paroxetina,"78246498","06859",71900,b
paroxetina (como hcl) ,paroxetina hcl,"78246498","06859",4116,a
"paroxetina clor feq 1,14","paroxetina clor feq 1,14","78246498","06859",6706,c
paroxetina cloridrato,"paroxetina clor feq 1,14","78246498","06859",8143,c
paroxetina cloridrato ,paroxetina hcl,"78246498","06859",82,a
paroxetina hcl,paroxetina hcl,"78246498","06859",40162,a
paroxetina hcl hemihidratada ,paroxetina hcl,"78246498","06859",9189,a
paroxetina homeo,paroxetina homeo,,,14294,b
parthenolide(lactonas),mygrafew,,,66930,b
pasak bumi,long jack (em falta),,,12116,b
pascolique,simeticone,,,1863,b
passaro branco gigante do para,vivilume (galena),,,9051,b
passiflora,maracuja ext seco,,,4473,b
passiflora alata ext seco,passiflora ext seco,,"09916",37612,a
passiflora alata ho,passiflora alata ho,,,4531,c
passiflora alata homeo,passiflora alata homeo,,,7032,b
passiflora alata tint,tint passiflora,,,7698,c
passiflora alata tm,passiflora alata tm,,,10038,b
passiflora corrulea,crisina,,,15462,b
passiflora corulea,passiflora incarnata ho,,,9256,c
passiflora edulis tm,passiflora edulis tm,,,10159,b
passiflora es,passiflora ext seco,,"09916",37605,a
passiflora ext seco,passiflora ext seco,,"09916",37541,a
passiflora ext seco,passiflora ext seco,,,9765,c
passiflora ext seco,maracuja ext seco,,,4472,b
passiflora incarnata ext seco,passiflora ext seco,,"09916",37613,a
passiflora incarnata ho,passiflora incarnata ho,,,4578,c
passiflora incarnata homeo,passiflora incarnata homeo,,,4523,b
passiflora incarnata homeo,passiflora incarnata homeo,,,7033,b
passiflora incarnata tm,passiflora incarnata tm,,,6519,b
passiflora po *,passiflora ext seco,,,7270,c
passiflora tint,tint maracuja 20/08/21,,,11770,a
passiflora uso interno ,passiflora ext seco,,"09916",39418,a
passiflower,ol maracuja,,,66588,b
passion flower floral (cal),passion flower floral (cal),,,7101,b
passion flower oleo ,ol maracuja,,"10465",500,a
pasta cremosa ,locao lanette pronta,,,9522,a
pasta d'agua (fn),pasta d'agua (fn),,,4430,a
pasta d'agua rioquimica,pasta d'agua rioquimica,,,13361,a
pasta de ata,pasta de ata,,,2942,b
pasta de ata 2,pasta de ata 2,,,13721,b
pasta de ata irene,pasta de ata irene,,,4024,b
pasta de resorcina 40%,pasta de resorcina 40%,,,1993,b
pastilha base,base orodispersivel,,,12468,a
pastilha sublingual,base orodispersivel,,,12467,a
pata de vaca ext seco,pata vaca ext seco acabou,,,12832,a
pata de vaca po,pata de vaca po,,,6867,c
pata de vaca pó  acabou,pata de vaca pÓ  acabou,,,10098,a
pata vaca,pata vaca,,,68196,b
pata vaca ext seco acabou,pata vaca ext seco acabou,,,8651,a
pata vaca pó acabou,pata de vaca pÓ  acabou,,,12223,a
pata-de-vaca tm,pata-de-vaca tm,,,6521,b
patesites hybridus,petasites hybridus,,,11474,b
patiens floral (sg),patiens floral (sg),,,3928,b
pato homeo,pato homeo,,,14101,b
pau brasil floral (sg),pau brasil floral (sg),,,4477,b
pau d´arco,ipe roxo ext seco,,,8982,b
pau tenente,pau tenente,,,9412,b
paulinia cupana,guarana,,,58907,b
paulinia cupana,guarana,,"09917",8354,a
paullinia cupana ,guarana,,"09917",58907,a
paullinia cupana po,guarana ext seco,,,7719,c
paullinia sorbilis,guarana,,"09917",31221,a
paullinia sorbilis tm,paullinia sorbilis tm,,,8411,b
pausinystalia extr mp ,yoimbina hcl mp,"65190","05001",5100,a
pausinystalia yoimbee mp ,yoimbina hcl mp,"65190","05001",5102,a
pavonica thallus extract uso t,hps 3,,,14097,b
paw paw floral (aus),paw paw floral (aus),,,7271,b
pca cu,cuivridone (em falta),,,10037,b
pca na  ,pca-na 50%,,,9316,a
pca-na,pca-na,,"00325",4476,c
pca-na,pca-na,,,47296,b
pca-na 50%,pca-na 50%,,,47296,a
pca-na 50% acabou,pca-na 50%,,,47296,a
pca-sodio ,pca-na 50%,,,2403,a
pca-zn,zincidone,,,75243,b
pe de chorao,willow *,,,8758,c
pea   sob encomenda,pea bioactive sob enc,,,12761,a
pea bioactive,pea bioactive,,,12618,b
pea bioactive,pea bioactive,"544310",,9289,c
pea bioactive (fagron),pea bioactive sob enc,,,12225,a
peak atp,peak o2,,,8001,c
peak atp (falta),peak atp (falta),,,12216,b
peak o2,peak o2,,,6648,c
peak o2,peak o2,,,11664,b
pectina,pectina,,,55920,b
pectina,pectina,,,4171,c
pectina acabou,pectina acabou,"9000695","06874",55920,a
pectina citrica,pectina,,,14456,b
pectina citrica acabou,pectina acabou,"9000695","06874",10285,a
pectina geleificante acabou,pectina acabou,"9000695","06874",38658,a
pectina site,agar agar  po,"9002180","09547",11659,c
pectus floral (sg),pectus floral (sg),,,3043,b
pedra hume,alumem potassio,,,55827,b
pedra ume   ,alumen - po pouco,,,9051,a
peeling uso oral,oli-ola,,,5714,b
peg 4.000  solido ,carbowax 4000,"25322683","05474",27006,a
peg 400,carbowax 400,,,8909,b
peg 400 liquido,peg 400 liquido acabou,"9002920","05183",51585,a
peg 4000,peg 4000,,"05474",7136,c
peg 4000,carbowax 4000,,,9099,b
peg 6000,peg 6000,,,12909,b
peg para envelopes ,carbowax 4000,"25322683","05474",9401,a
peg para saches ,carbowax 4000,"25322683","05474",9402,a
pelargonium sidoides homeo,pelargonium sidoides homeo,,,14589,b
pele total homeo,pele total homeo,,,7036,b
pele total homeo,pele total homeo,,,10192,b
pelemol in-2,pelemol in-2,"59219715",,3470,a
pellets inertes ,inerte branco reves.,,,3264,a
pellets inertes,pellets inertes,,,4787,c
pelo de cao e gato homeo,pelo de cao e gato homeo,,,7038,b
pelo de cao homeo,pelo de cao homeo,,,9434,b
pelo de gato homeo,pelo de gato homeo,,,7037,b
pena de ave homeo,pena de ave homeo,,,4452,b
pena homeo,pena homeo,,,7040,b
penstemon floral (cal),penstemon floral (cal),,,6987,b
pentacare hp,ac hialuronico,,,75000,b
pentaglican,pentaglican,,,49827,b
pentaglican (s),pp2,"9042824",,8824,a
pentavitin,pentavitin,,,69140,b
pentavitin,alfa bisabolol,,,10324,c
pentavitin (s),pp2,"9042824",,11451,a
pentavran gel transdermico,pentravan,,,5493,b
pentoxifilina,pentoxifilina,,,68639,b
pentoxifilina,pentoxifilina,"6493056","06955",68639,a
pentravan,pentravan,,,5482,b
pentravan,pentravan,,,4323,c
pentravan gel fagron,pentravan gel fagron,,,61889,a
pentravan gel transdermico,pentravan,,,5491,b
pentravan plus,pentravan,,,7896,c
pentravan plus,pentravan plus,,,5625,b
pentylene glycol,hydrolite so preço,,,15001,b
pepha-tight,nutripeptides gr uso externo,,,2028,b
pepo floral (sg),pepo floral (sg),,,3042,b
pepper,bioperine,,,9473,b
pepper black  ,bioperine,"94622",,7717,a
peppermint floral (cal),peppermint floral (cal),,,7107,b
pepsina,pepsina,,"06963",6091,c
pepsina,pepsina,,,55517,b
pepsina,pepsina,"9001756","06963",55517,a
pepsinum po  ,pepsina,"9001756","06963",1087,a
peptan,colageno em po,,,15509,b
peptglucam(biovital),peptglucam(biovital),,,8089,b
peptideo,progelin,,,14091,b
